customer_id,join_date,acquisition_channel,cac,city
CUST-0939,2022-07-20,Paid_Search,400.2,bengaluru
CUST-0940,2022-09-14,Paid_Search,451.87,BANGALORE
CUST-0941,2022-01-06,Social_Ads,852.06, delhi
CUST-0942,2022-03-13,Paid_Search,440.32,Delhi
CUST-0943,2023-01-10,Paid_Search,447.03,DELHI
CUST-0944,2023-01-25,Organic,0.0,Mumbai
CUST-0945,2022-04-30,Social_Ads,653.7,Bangalore
CUST-0946,2022-08-29,Social_Ads,933.73,Bengaluru
CUST-0947,2022-06-15,Organic,0.0, delhi
CUST-0948,2022-05-15,Social_Ads,825.16, delhi
CUST-0949,2022-12-01,Paid_Search,428.13,Bengaluru
CUST-0950,2023-05-14,Social_Ads,930.32,BANGALORE
CUST-0951,2022-09-07,Social_Ads,893.65,Bengaluru
CUST-0952,2022-03-26,Paid_Search,401.4,bengaluru
CUST-0953,2022-04-06,Paid_Search,388.32,Mumbai
CUST-0954,2023-02-20,Paid_Search,419.44,Bengaluru
CUST-0955,2022-09-03,Affiliate,297.48, delhi
CUST-0956,2023-03-03,Paid_Search,433.96,Delhi
CUST-0957,2022-10-21,Organic,0.0,MUMBAI
CUST-0958,2022-03-17,Organic,0.0,DELHI
CUST-0959,2023-05-06,Paid_Search,432.98, delhi
CUST-0960,2023-01-08,Organic,0.0,DELHI
CUST-0961,2022-08-18,Organic,0.0,Bombay
CUST-0962,2022-04-23,Affiliate,339.64,MUMBAI
CUST-0963,2022-12-04,Paid_Search,451.94,Delhi
CUST-0964,2022-11-02,Social_Ads,828.99,Bangalore
CUST-0965,2022-03-09,Affiliate,253.03,Bangalore
CUST-0966,2022-11-07,Affiliate,251.56,Bombay
CUST-0967,2022-09-15,Organic,0.0,Delhi
CUST-0968,2022-03-08,Affiliate,348.24, delhi
CUST-0969,2022-11-29,Organic,0.0,DELHI
CUST-0970,2022-12-24,Social_Ads,809.54,MUMBAI
CUST-0971,2022-06-29,Affiliate,310.69,Bengaluru
CUST-0972,2022-05-11,Affiliate,297.26,MUMBAI
CUST-0973,2022-11-03,Organic,0.0,BANGALORE
CUST-0974,2022-01-03,Social_Ads,866.93,Mumbai
CUST-0975,2022-01-04,Organic,0.0,Delhi
CUST-0976,2022-07-05,Social_Ads,674.11,BANGALORE
CUST-0977,2023-03-14,Social_Ads,811.55,bengaluru
CUST-0978,2022-07-23,Social_Ads,881.59,DELHI
CUST-0979,2022-07-09,Affiliate,307.09,Bombay
CUST-0980,2022-10-23,Social_Ads,750.19,BANGALORE
CUST-0981,2022-03-02,Paid_Search,494.61,DELHI
CUST-0982,2022-04-20,Paid_Search,451.5,mumbai 
CUST-0983,2022-07-19,Organic,0.0,Mumbai
CUST-0984,2022-08-30,Organic,0.0,Bombay
CUST-0985,2022-05-15,Organic,0.0,Mumbai
CUST-0986,2022-07-16,Organic,0.0,DELHI
CUST-0987,2023-05-09,Social_Ads,831.19,Delhi
CUST-0988,2022-01-06,Affiliate,264.2,bengaluru
CUST-0989,2023-02-06,Paid_Search,467.91,MUMBAI
CUST-0990,2022-01-19,Paid_Search,424.75, delhi
CUST-0991,2022-02-14,Organic,0.0,Bombay
CUST-0992,2022-07-22,Social_Ads,769.74,Delhi
CUST-0993,2022-12-27,Organic,0.0,Delhi
CUST-0994,2023-03-01,Social_Ads,818.92, delhi
CUST-0995,2023-05-09,Social_Ads,900.96,Bangalore
CUST-0996,2023-04-22,Paid_Search,432.71,Bengaluru
CUST-0997,2022-07-28,Social_Ads,802.0,Mumbai
CUST-0998,2023-04-30,Social_Ads,677.44,bengaluru
CUST-0999,2022-08-15,Social_Ads,949.14, delhi
CUST-1000,2023-01-23,Affiliate,280.76,Bombay
